3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;1;30;FRASCO DE VIDRIO AMBAR Y TAPA METALICA POR 30 ML.;Inactivo;11/10/2006;12/12/2015;No;ml;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;2;60;FRASCO DE VIDRIO AMBAR Y TAPA METALICA POR 60 ML.;Inactivo;11/10/2006;02/08/2011;No;ml;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;3;1;CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III PORSIN DATO30 ML CONSIN DATOTAPA BLANCA DE ALUMINIO TIPO PILFER PROOF 24MM CONSIN DATOSELLO INTERNO Y CUCHARA DOSIFICADORA.;Activo;02/08/2011;;No;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;4;1;CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III POR 60 MLSIN DATOCONSIN DATOTAPA BLANCA DE ALUMINIO TIPO PILFER PROOF 24MM CONSIN DATOSELLO INTERNO Y CUCHARA DOSIFICADORA.;Activo;02/08/2011;;No;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;5;1;CAJA CON UN FRASCO PET (POLIETILEN TEREFTALATO) AMBAR POR 30 ML CONSIN DATOTAPA BLANCA DE POLIPROPILENO 28.1 MM CONSIN DATOLINER DE E.V.A. (ETINIL- VINIL- ACETATO)SIN DATO AZUL YSIN DATOCUCHARA DOSIFICADORA.;Activo;02/08/2011;;No;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;6;1;CAJA CON UN FRASCO PET (POLIETILEN TEREFTALATO) AMBAR POR 60 ML CONSIN DATOTAPA BLANCA DE POLIPROPILENO 28.1 MM CONSIN DATOLINER DE E.V.A. (ETINIL- VINIL- ACETATO)SIN DATO AZUL YSIN DATOCUCHARA DOSIFICADORA.;Activo;02/08/2011;;No;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;13;1;CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III POR 120 MLSIN DATOCONSIN DATOTAPA BLANCA DE ALUMINIO TIPO PILFER PROOF 24MM CONSIN DATOSELLOSIN DATOINTERNO Y CUCHARA DOSIFICADORA.;Activo;12/12/2015;;No;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;14;30;MUESTRA MEDICA CAJA CON UN FRASCO PET (POLIETILEN TEREFTALATO) AMBAR POR 30 ML CON TAPA BLANCA DE POLIPROPILENO 28.1 MM CON LINER DE E.V.A. (ETINIL- VINIL- ACETATO) AZUL Y CUCHARA DOSIFICADORA.;Activo;08/31/2017;;Si;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;15;60;MUESTRA MEDICA CAJA CON UN FRASCO PET (POLIETILEN TEREFTALATO) AMBAR POR 60 ML CON TAPA BLANCA DE POLIPROPILENO 28.1 MM CON LINER DE E.V.A. (ETINIL- VINIL- ACETATO) AZUL Y CUCHARA DOSIFICADORA.;Activo;08/31/2017;;Si;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
3521;ALERCET JARABE;PROCAPS S.A.;INVIMA 2021M-002103-R3;12/20/1999;11/17/2026;Vigente;3521;16;30;MUESTRA MEDICA CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III POR 30 ML CON TAPA BLANCA DE ALUMINIO TIPO PILFER PROOF 24 MM CON SELLO INTERNO Y CUCHARA DOSIFICADORA.;Activo;08/31/2017;;Si;U;R06AE07;CETIRIZINA;ORAL;B;CETIRIZINA DICLORHIDRATO;mg;100;100 ML DE JARABE;JARABE;PROCAPS S.A.;FABRICANTE;FABRICAR Y VENDER
