ISS                           ;PUNCION CISTERNAL VIAçA LATERAL;0;010101;10101;PUNCION CISTERNAL, VIA LATERAL
ISS                           ;PUNCION CISTERNAL VIAçA MEDIAL;0;010102;10102;PUNCION CISTERNAL, VIA MEDIAL
ISS                           ;BIOPSIA DE MENINGE POR CRANEOTOMIA;0;011201;11201;BIOPSIA DE MENINGE, POR CRANEOTOMIA
ISS                           ;BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO;2205100;011302;17100;BIOPSIA ABIERTA (CRANEOTOMIA) DE CEREBRO
ISS                           ;BIOPSIA ESTEREOTAXICA DE CEREBRO (131);0;011304;011304;BIOPSIA ESTEREOTAXICA DE CEREBRO
ISS                           ;BIOPSIA ESTEREOTAXICA DE CEREBRO (131);0;011306;011304;BIOPSIA DE CEREBRO SUPERFICIAL POR ESTEREOTAXIA
ISS                           ;INCISION Y DRENAJE DE SENO FRONTAL SOD * (371);0;012100;12100;INCISION Y DRENAJE DE SENO FRONTAL SOD 
ISS                           ;CRANEALIZACION DE SENO FRONTAL;0;012101;12101;CRANEALIZACION DE SENO FRONTAL
ISS                           ;INCISION Y DRENAJE DE SENO FRONTAL SOD * (371);0;012103;12100;DESFUNCIONALIZACION DE SENO FRONTAL
ISS                           ;SINUSOTOM«çA FRONTAL VIA CORONAL CON FRONTOTOMIA RADICAL;0;012103;224104;DESFUNCIONALIZACION DE SENO FRONTAL
ISS                           ;DRENAJE DE COLECCIONES INTRACEREBRALES POR CRANEOTOMIA;0;012400;17001;CRANEOTOMIA (DESCOMPRESIVA/EXPLORATORIA) SOD 
ISS                           ;DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL POR CRANEOTOMIA;0;012401;12401;DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL, POR CRANEOTOMIA
ISS                           ;DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR POR CRANEOTOMIA;0;012402;12402;DRENAJE DE ESPACIO EPIDURAL FOSA POSTERIOR, POR CRANEOTOMIA
ISS                           ;DRENAJE DE COLECCI«?N EPIDURAL SUPRATENTORIAL POR CRANIECTOMIA;0;012403;012502;CRANEOTOMIA (DESCOMPRESIVA O EXPLORATORIA)
ISS                           ;DRENAJE DE ESPACIO EPIDURAL SUPRATENTORIAL POR CRANEOTOMIA;0;012403;12401;CRANEOTOMIA (DESCOMPRESIVA O EXPLORATORIA)
ISS                           ;DRENAJE DE COLECCIONES INTRACEREBRALES POR CRANEOTOMIA;0;012403;17001;CRANEOTOMIA (DESCOMPRESIVA O EXPLORATORIA)
ISS                           ;EXTRACCION DE CUERPO EXTRA«?O INTRACRANEAL POR CRANEOTOMIA;0;012410;12410;EXTRACCION DE CUERPO EXTRA«?O INTRACRANEAL, POR CRANEOTOMIA
ISS                           ;SECUESTRECTOMIA DE CRANEO POR CRANIECTOMIA (171);0;012501;12501;SECUESTRECTOMIA DE CRANEO, POR CRANIECTOMIA
ISS                           ;DRENAJE DE COLECCI«?N EPIDURAL SUPRATENTORIAL POR CRANIECTOMIA;0;012502;012502;DRENAJE DE COLECCION EPIDURAL SUPRATENTORIAL, POR CRANIECTOMIA
ISS                           ;DRENAJE DE COLECCI«?N EPIDURAL FOSA POSTERIOR POR CRANIECTOMIA;0;012503;12503;DRENAJE DE COLECCION EPIDURAL FOSA POSTERIOR, POR CRANIECTOMIA
